Max_iter,C,Tol,fit_intercept,dual,penalty
100,1,0.0001,True,False,l2
100,1,0.0001,True,False,None
100,1,0.0001,False,False,l2
100,1,0.0001,False,False,None
100,1,0.001,True,False,l2
100,1,0.001,True,False,None
100,1,0.001,False,False,l2
100,1,0.001,False,False,None
100,1,0.003,True,False,l2
100,1,0.003,True,False,None
100,1,0.003,False,False,l2
100,1,0.003,False,False,None
100,1,0.005,True,False,l2
100,1,0.005,True,False,None
100,1,0.005,False,False,l2
100,1,0.005,False,False,None
100,1,0.0003,True,False,l2
100,1,0.0003,True,False,None
100,1,0.0003,False,False,l2
100,1,0.0003,False,False,None
100,1,0.0005,True,False,l2
100,1,0.0005,True,False,None
100,1,0.0005,False,False,l2
100,1,0.0005,False,False,None
100,1,0.0008,True,False,l2
100,1,0.0008,True,False,None
100,1,0.0008,False,False,l2
100,1,0.0008,False,False,None
100,0.05,0.0001,True,False,l2
100,0.05,0.0001,True,False,None
100,0.05,0.0001,False,False,l2
100,0.05,0.0001,False,False,None
100,0.05,0.001,True,False,l2
100,0.05,0.001,True,False,None
100,0.05,0.001,False,False,l2
100,0.05,0.001,False,False,None
100,0.05,0.003,True,False,l2
100,0.05,0.003,True,False,None
100,0.05,0.003,False,False,l2
100,0.05,0.003,False,False,None
100,0.05,0.005,True,False,l2
100,0.05,0.005,True,False,None
100,0.05,0.005,False,False,l2
100,0.05,0.005,False,False,None
100,0.05,0.0003,True,False,l2
100,0.05,0.0003,True,False,None
100,0.05,0.0003,False,False,l2
100,0.05,0.0003,False,False,None
100,0.05,0.0005,True,False,l2
100,0.05,0.0005,True,False,None
100,0.05,0.0005,False,False,l2
100,0.05,0.0005,False,False,None
100,0.05,0.0008,True,False,l2
100,0.05,0.0008,True,False,None
100,0.05,0.0008,False,False,l2
100,0.05,0.0008,False,False,None
100,0.5,0.0001,True,False,l2
100,0.5,0.0001,True,False,None
100,0.5,0.0001,False,False,l2
100,0.5,0.0001,False,False,None
100,0.5,0.001,True,False,l2
100,0.5,0.001,True,False,None
100,0.5,0.001,False,False,l2
100,0.5,0.001,False,False,None
100,0.5,0.003,True,False,l2
100,0.5,0.003,True,False,None
100,0.5,0.003,False,False,l2
100,0.5,0.003,False,False,None
100,0.5,0.005,True,False,l2
100,0.5,0.005,True,False,None
100,0.5,0.005,False,False,l2
100,0.5,0.005,False,False,None
100,0.5,0.0003,True,False,l2
100,0.5,0.0003,True,False,None
100,0.5,0.0003,False,False,l2
100,0.5,0.0003,False,False,None
100,0.5,0.0005,True,False,l2
100,0.5,0.0005,True,False,None
100,0.5,0.0005,False,False,l2
100,0.5,0.0005,False,False,None
100,0.5,0.0008,True,False,l2
100,0.5,0.0008,True,False,None
100,0.5,0.0008,False,False,l2
100,0.5,0.0008,False,False,None
100,5,0.0001,True,False,l2
100,5,0.0001,True,False,None
100,5,0.0001,False,False,l2
100,5,0.0001,False,False,None
100,5,0.001,True,False,l2
100,5,0.001,True,False,None
100,5,0.001,False,False,l2
100,5,0.001,False,False,None
100,5,0.003,True,False,l2
100,5,0.003,True,False,None
100,5,0.003,False,False,l2
100,5,0.003,False,False,None
100,5,0.005,True,False,l2
100,5,0.005,True,False,None
100,5,0.005,False,False,l2
100,5,0.005,False,False,None
100,5,0.0003,True,False,l2
100,5,0.0003,True,False,None
100,5,0.0003,False,False,l2
100,5,0.0003,False,False,None
100,5,0.0005,True,False,l2
100,5,0.0005,True,False,None
100,5,0.0005,False,False,l2
100,5,0.0005,False,False,None
100,5,0.0008,True,False,l2
100,5,0.0008,True,False,None
100,5,0.0008,False,False,l2
100,5,0.0008,False,False,None
100,10,0.0001,True,False,l2
100,10,0.0001,True,False,None
100,10,0.0001,False,False,l2
100,10,0.0001,False,False,None
100,10,0.001,True,False,l2
100,10,0.001,True,False,None
100,10,0.001,False,False,l2
100,10,0.001,False,False,None
100,10,0.003,True,False,l2
100,10,0.003,True,False,None
100,10,0.003,False,False,l2
100,10,0.003,False,False,None
100,10,0.005,True,False,l2
100,10,0.005,True,False,None
100,10,0.005,False,False,l2
100,10,0.005,False,False,None
100,10,0.0003,True,False,l2
100,10,0.0003,True,False,None
100,10,0.0003,False,False,l2
100,10,0.0003,False,False,None
100,10,0.0005,True,False,l2
100,10,0.0005,True,False,None
100,10,0.0005,False,False,l2
100,10,0.0005,False,False,None
100,10,0.0008,True,False,l2
100,10,0.0008,True,False,None
100,10,0.0008,False,False,l2
100,10,0.0008,False,False,None
100,100,0.0001,True,False,l2
100,100,0.0001,True,False,None
100,100,0.0001,False,False,l2
100,100,0.0001,False,False,None
100,100,0.001,True,False,l2
100,100,0.001,True,False,None
100,100,0.001,False,False,l2
100,100,0.001,False,False,None
100,100,0.003,True,False,l2
100,100,0.003,True,False,None
100,100,0.003,False,False,l2
100,100,0.003,False,False,None
100,100,0.005,True,False,l2
100,100,0.005,True,False,None
100,100,0.005,False,False,l2
100,100,0.005,False,False,None
100,100,0.0003,True,False,l2
100,100,0.0003,True,False,None
100,100,0.0003,False,False,l2
100,100,0.0003,False,False,None
100,100,0.0005,True,False,l2
100,100,0.0005,True,False,None
100,100,0.0005,False,False,l2
100,100,0.0005,False,False,None
100,100,0.0008,True,False,l2
100,100,0.0008,True,False,None
100,100,0.0008,False,False,l2
100,100,0.0008,False,False,None
50,1,0.0001,True,False,l2
50,1,0.0001,True,False,None
50,1,0.0001,False,False,l2
50,1,0.0001,False,False,None
50,1,0.001,True,False,l2
50,1,0.001,True,False,None
50,1,0.001,False,False,l2
50,1,0.001,False,False,None
50,1,0.003,True,False,l2
50,1,0.003,True,False,None
50,1,0.003,False,False,l2
50,1,0.003,False,False,None
50,1,0.005,True,False,l2
50,1,0.005,True,False,None
50,1,0.005,False,False,l2
50,1,0.005,False,False,None
50,1,0.0003,True,False,l2
50,1,0.0003,True,False,None
50,1,0.0003,False,False,l2
50,1,0.0003,False,False,None
50,1,0.0005,True,False,l2
50,1,0.0005,True,False,None
50,1,0.0005,False,False,l2
50,1,0.0005,False,False,None
50,1,0.0008,True,False,l2
50,1,0.0008,True,False,None
50,1,0.0008,False,False,l2
50,1,0.0008,False,False,None
50,0.05,0.0001,True,False,l2
50,0.05,0.0001,True,False,None
50,0.05,0.0001,False,False,l2
50,0.05,0.0001,False,False,None
50,0.05,0.001,True,False,l2
50,0.05,0.001,True,False,None
50,0.05,0.001,False,False,l2
50,0.05,0.001,False,False,None
50,0.05,0.003,True,False,l2
50,0.05,0.003,True,False,None
50,0.05,0.003,False,False,l2
50,0.05,0.003,False,False,None
50,0.05,0.005,True,False,l2
50,0.05,0.005,True,False,None
50,0.05,0.005,False,False,l2
50,0.05,0.005,False,False,None
50,0.05,0.0003,True,False,l2
50,0.05,0.0003,True,False,None
50,0.05,0.0003,False,False,l2
50,0.05,0.0003,False,False,None
50,0.05,0.0005,True,False,l2
50,0.05,0.0005,True,False,None
50,0.05,0.0005,False,False,l2
50,0.05,0.0005,False,False,None
50,0.05,0.0008,True,False,l2
50,0.05,0.0008,True,False,None
50,0.05,0.0008,False,False,l2
50,0.05,0.0008,False,False,None
50,0.5,0.0001,True,False,l2
50,0.5,0.0001,True,False,None
50,0.5,0.0001,False,False,l2
50,0.5,0.0001,False,False,None
50,0.5,0.001,True,False,l2
50,0.5,0.001,True,False,None
50,0.5,0.001,False,False,l2
50,0.5,0.001,False,False,None
50,0.5,0.003,True,False,l2
50,0.5,0.003,True,False,None
50,0.5,0.003,False,False,l2
50,0.5,0.003,False,False,None
50,0.5,0.005,True,False,l2
50,0.5,0.005,True,False,None
50,0.5,0.005,False,False,l2
50,0.5,0.005,False,False,None
50,0.5,0.0003,True,False,l2
50,0.5,0.0003,True,False,None
50,0.5,0.0003,False,False,l2
50,0.5,0.0003,False,False,None
50,0.5,0.0005,True,False,l2
50,0.5,0.0005,True,False,None
50,0.5,0.0005,False,False,l2
50,0.5,0.0005,False,False,None
50,0.5,0.0008,True,False,l2
50,0.5,0.0008,True,False,None
50,0.5,0.0008,False,False,l2
50,0.5,0.0008,False,False,None
50,5,0.0001,True,False,l2
50,5,0.0001,True,False,None
50,5,0.0001,False,False,l2
50,5,0.0001,False,False,None
50,5,0.001,True,False,l2
50,5,0.001,True,False,None
50,5,0.001,False,False,l2
50,5,0.001,False,False,None
50,5,0.003,True,False,l2
50,5,0.003,True,False,None
50,5,0.003,False,False,l2
50,5,0.003,False,False,None
50,5,0.005,True,False,l2
50,5,0.005,True,False,None
50,5,0.005,False,False,l2
50,5,0.005,False,False,None
50,5,0.0003,True,False,l2
50,5,0.0003,True,False,None
50,5,0.0003,False,False,l2
50,5,0.0003,False,False,None
50,5,0.0005,True,False,l2
50,5,0.0005,True,False,None
50,5,0.0005,False,False,l2
50,5,0.0005,False,False,None
50,5,0.0008,True,False,l2
50,5,0.0008,True,False,None
50,5,0.0008,False,False,l2
50,5,0.0008,False,False,None
50,10,0.0001,True,False,l2
50,10,0.0001,True,False,None
50,10,0.0001,False,False,l2
50,10,0.0001,False,False,None
50,10,0.001,True,False,l2
50,10,0.001,True,False,None
50,10,0.001,False,False,l2
50,10,0.001,False,False,None
50,10,0.003,True,False,l2
50,10,0.003,True,False,None
50,10,0.003,False,False,l2
50,10,0.003,False,False,None
50,10,0.005,True,False,l2
50,10,0.005,True,False,None
50,10,0.005,False,False,l2
50,10,0.005,False,False,None
50,10,0.0003,True,False,l2
50,10,0.0003,True,False,None
50,10,0.0003,False,False,l2
50,10,0.0003,False,False,None
50,10,0.0005,True,False,l2
50,10,0.0005,True,False,None
50,10,0.0005,False,False,l2
50,10,0.0005,False,False,None
50,10,0.0008,True,False,l2
50,10,0.0008,True,False,None
50,10,0.0008,False,False,l2
50,10,0.0008,False,False,None
50,100,0.0001,True,False,l2
50,100,0.0001,True,False,None
50,100,0.0001,False,False,l2
50,100,0.0001,False,False,None
50,100,0.001,True,False,l2
50,100,0.001,True,False,None
50,100,0.001,False,False,l2
50,100,0.001,False,False,None
50,100,0.003,True,False,l2
50,100,0.003,True,False,None
50,100,0.003,False,False,l2
50,100,0.003,False,False,None
50,100,0.005,True,False,l2
50,100,0.005,True,False,None
50,100,0.005,False,False,l2
50,100,0.005,False,False,None
50,100,0.0003,True,False,l2
50,100,0.0003,True,False,None
50,100,0.0003,False,False,l2
50,100,0.0003,False,False,None
50,100,0.0005,True,False,l2
50,100,0.0005,True,False,None
50,100,0.0005,False,False,l2
50,100,0.0005,False,False,None
50,100,0.0008,True,False,l2
50,100,0.0008,True,False,None
50,100,0.0008,False,False,l2
50,100,0.0008,False,False,None
500,1,0.0001,True,False,l2
500,1,0.0001,True,False,None
500,1,0.0001,False,False,l2
500,1,0.0001,False,False,None
500,1,0.001,True,False,l2
500,1,0.001,True,False,None
500,1,0.001,False,False,l2
500,1,0.001,False,False,None
500,1,0.003,True,False,l2
500,1,0.003,True,False,None
500,1,0.003,False,False,l2
500,1,0.003,False,False,None
500,1,0.005,True,False,l2
500,1,0.005,True,False,None
500,1,0.005,False,False,l2
500,1,0.005,False,False,None
500,1,0.0003,True,False,l2
500,1,0.0003,True,False,None
500,1,0.0003,False,False,l2
500,1,0.0003,False,False,None
500,1,0.0005,True,False,l2
500,1,0.0005,True,False,None
500,1,0.0005,False,False,l2
500,1,0.0005,False,False,None
500,1,0.0008,True,False,l2
500,1,0.0008,True,False,None
500,1,0.0008,False,False,l2
500,1,0.0008,False,False,None
500,0.05,0.0001,True,False,l2
500,0.05,0.0001,True,False,None
500,0.05,0.0001,False,False,l2
500,0.05,0.0001,False,False,None
500,0.05,0.001,True,False,l2
500,0.05,0.001,True,False,None
500,0.05,0.001,False,False,l2
500,0.05,0.001,False,False,None
500,0.05,0.003,True,False,l2
500,0.05,0.003,True,False,None
500,0.05,0.003,False,False,l2
500,0.05,0.003,False,False,None
500,0.05,0.005,True,False,l2
500,0.05,0.005,True,False,None
500,0.05,0.005,False,False,l2
500,0.05,0.005,False,False,None
500,0.05,0.0003,True,False,l2
500,0.05,0.0003,True,False,None
500,0.05,0.0003,False,False,l2
500,0.05,0.0003,False,False,None
500,0.05,0.0005,True,False,l2
500,0.05,0.0005,True,False,None
500,0.05,0.0005,False,False,l2
500,0.05,0.0005,False,False,None
500,0.05,0.0008,True,False,l2
500,0.05,0.0008,True,False,None
500,0.05,0.0008,False,False,l2
500,0.05,0.0008,False,False,None
500,0.5,0.0001,True,False,l2
500,0.5,0.0001,True,False,None
500,0.5,0.0001,False,False,l2
500,0.5,0.0001,False,False,None
500,0.5,0.001,True,False,l2
500,0.5,0.001,True,False,None
500,0.5,0.001,False,False,l2
500,0.5,0.001,False,False,None
500,0.5,0.003,True,False,l2
500,0.5,0.003,True,False,None
500,0.5,0.003,False,False,l2
500,0.5,0.003,False,False,None
500,0.5,0.005,True,False,l2
500,0.5,0.005,True,False,None
500,0.5,0.005,False,False,l2
500,0.5,0.005,False,False,None
500,0.5,0.0003,True,False,l2
500,0.5,0.0003,True,False,None
500,0.5,0.0003,False,False,l2
500,0.5,0.0003,False,False,None
500,0.5,0.0005,True,False,l2
500,0.5,0.0005,True,False,None
500,0.5,0.0005,False,False,l2
500,0.5,0.0005,False,False,None
500,0.5,0.0008,True,False,l2
500,0.5,0.0008,True,False,None
500,0.5,0.0008,False,False,l2
500,0.5,0.0008,False,False,None
500,5,0.0001,True,False,l2
500,5,0.0001,True,False,None
500,5,0.0001,False,False,l2
500,5,0.0001,False,False,None
500,5,0.001,True,False,l2
500,5,0.001,True,False,None
500,5,0.001,False,False,l2
500,5,0.001,False,False,None
500,5,0.003,True,False,l2
500,5,0.003,True,False,None
500,5,0.003,False,False,l2
500,5,0.003,False,False,None
500,5,0.005,True,False,l2
500,5,0.005,True,False,None
500,5,0.005,False,False,l2
500,5,0.005,False,False,None
500,5,0.0003,True,False,l2
500,5,0.0003,True,False,None
500,5,0.0003,False,False,l2
500,5,0.0003,False,False,None
500,5,0.0005,True,False,l2
500,5,0.0005,True,False,None
500,5,0.0005,False,False,l2
500,5,0.0005,False,False,None
500,5,0.0008,True,False,l2
500,5,0.0008,True,False,None
500,5,0.0008,False,False,l2
500,5,0.0008,False,False,None
500,10,0.0001,True,False,l2
500,10,0.0001,True,False,None
500,10,0.0001,False,False,l2
500,10,0.0001,False,False,None
500,10,0.001,True,False,l2
500,10,0.001,True,False,None
500,10,0.001,False,False,l2
500,10,0.001,False,False,None
500,10,0.003,True,False,l2
500,10,0.003,True,False,None
500,10,0.003,False,False,l2
500,10,0.003,False,False,None
500,10,0.005,True,False,l2
500,10,0.005,True,False,None
500,10,0.005,False,False,l2
500,10,0.005,False,False,None
500,10,0.0003,True,False,l2
500,10,0.0003,True,False,None
500,10,0.0003,False,False,l2
500,10,0.0003,False,False,None
500,10,0.0005,True,False,l2
500,10,0.0005,True,False,None
500,10,0.0005,False,False,l2
500,10,0.0005,False,False,None
500,10,0.0008,True,False,l2
500,10,0.0008,True,False,None
500,10,0.0008,False,False,l2
500,10,0.0008,False,False,None
500,100,0.0001,True,False,l2
500,100,0.0001,True,False,None
500,100,0.0001,False,False,l2
500,100,0.0001,False,False,None
500,100,0.001,True,False,l2
500,100,0.001,True,False,None
500,100,0.001,False,False,l2
500,100,0.001,False,False,None
500,100,0.003,True,False,l2
500,100,0.003,True,False,None
500,100,0.003,False,False,l2
500,100,0.003,False,False,None
500,100,0.005,True,False,l2
500,100,0.005,True,False,None
500,100,0.005,False,False,l2
500,100,0.005,False,False,None
500,100,0.0003,True,False,l2
500,100,0.0003,True,False,None
500,100,0.0003,False,False,l2
500,100,0.0003,False,False,None
500,100,0.0005,True,False,l2
500,100,0.0005,True,False,None
500,100,0.0005,False,False,l2
500,100,0.0005,False,False,None
500,100,0.0008,True,False,l2
500,100,0.0008,True,False,None
500,100,0.0008,False,False,l2
500,100,0.0008,False,False,None
1000,1,0.0001,True,False,l2
1000,1,0.0001,True,False,None
1000,1,0.0001,False,False,l2
1000,1,0.0001,False,False,None
1000,1,0.001,True,False,l2
1000,1,0.001,True,False,None
1000,1,0.001,False,False,l2
1000,1,0.001,False,False,None
1000,1,0.003,True,False,l2
1000,1,0.003,True,False,None
1000,1,0.003,False,False,l2
1000,1,0.003,False,False,None
1000,1,0.005,True,False,l2
1000,1,0.005,True,False,None
1000,1,0.005,False,False,l2
1000,1,0.005,False,False,None
1000,1,0.0003,True,False,l2
1000,1,0.0003,True,False,None
1000,1,0.0003,False,False,l2
1000,1,0.0003,False,False,None
1000,1,0.0005,True,False,l2
1000,1,0.0005,True,False,None
1000,1,0.0005,False,False,l2
1000,1,0.0005,False,False,None
1000,1,0.0008,True,False,l2
1000,1,0.0008,True,False,None
1000,1,0.0008,False,False,l2
1000,1,0.0008,False,False,None
1000,0.05,0.0001,True,False,l2
1000,0.05,0.0001,True,False,None
1000,0.05,0.0001,False,False,l2
1000,0.05,0.0001,False,False,None
1000,0.05,0.001,True,False,l2
1000,0.05,0.001,True,False,None
1000,0.05,0.001,False,False,l2
1000,0.05,0.001,False,False,None
1000,0.05,0.003,True,False,l2
1000,0.05,0.003,True,False,None
1000,0.05,0.003,False,False,l2
1000,0.05,0.003,False,False,None
1000,0.05,0.005,True,False,l2
1000,0.05,0.005,True,False,None
1000,0.05,0.005,False,False,l2
1000,0.05,0.005,False,False,None
1000,0.05,0.0003,True,False,l2
1000,0.05,0.0003,True,False,None
1000,0.05,0.0003,False,False,l2
1000,0.05,0.0003,False,False,None
1000,0.05,0.0005,True,False,l2
1000,0.05,0.0005,True,False,None
1000,0.05,0.0005,False,False,l2
1000,0.05,0.0005,False,False,None
1000,0.05,0.0008,True,False,l2
1000,0.05,0.0008,True,False,None
1000,0.05,0.0008,False,False,l2
1000,0.05,0.0008,False,False,None
1000,0.5,0.0001,True,False,l2
1000,0.5,0.0001,True,False,None
1000,0.5,0.0001,False,False,l2
1000,0.5,0.0001,False,False,None
1000,0.5,0.001,True,False,l2
1000,0.5,0.001,True,False,None
1000,0.5,0.001,False,False,l2
1000,0.5,0.001,False,False,None
1000,0.5,0.003,True,False,l2
1000,0.5,0.003,True,False,None
1000,0.5,0.003,False,False,l2
1000,0.5,0.003,False,False,None
1000,0.5,0.005,True,False,l2
1000,0.5,0.005,True,False,None
1000,0.5,0.005,False,False,l2
1000,0.5,0.005,False,False,None
1000,0.5,0.0003,True,False,l2
1000,0.5,0.0003,True,False,None
1000,0.5,0.0003,False,False,l2
1000,0.5,0.0003,False,False,None
1000,0.5,0.0005,True,False,l2
1000,0.5,0.0005,True,False,None
1000,0.5,0.0005,False,False,l2
1000,0.5,0.0005,False,False,None
1000,0.5,0.0008,True,False,l2
1000,0.5,0.0008,True,False,None
1000,0.5,0.0008,False,False,l2
1000,0.5,0.0008,False,False,None
1000,5,0.0001,True,False,l2
1000,5,0.0001,True,False,None
1000,5,0.0001,False,False,l2
1000,5,0.0001,False,False,None
1000,5,0.001,True,False,l2
1000,5,0.001,True,False,None
1000,5,0.001,False,False,l2
1000,5,0.001,False,False,None
1000,5,0.003,True,False,l2
1000,5,0.003,True,False,None
1000,5,0.003,False,False,l2
1000,5,0.003,False,False,None
1000,5,0.005,True,False,l2
1000,5,0.005,True,False,None
1000,5,0.005,False,False,l2
1000,5,0.005,False,False,None
1000,5,0.0003,True,False,l2
1000,5,0.0003,True,False,None
1000,5,0.0003,False,False,l2
1000,5,0.0003,False,False,None
1000,5,0.0005,True,False,l2
1000,5,0.0005,True,False,None
1000,5,0.0005,False,False,l2
1000,5,0.0005,False,False,None
1000,5,0.0008,True,False,l2
1000,5,0.0008,True,False,None
1000,5,0.0008,False,False,l2
1000,5,0.0008,False,False,None
1000,10,0.0001,True,False,l2
1000,10,0.0001,True,False,None
1000,10,0.0001,False,False,l2
1000,10,0.0001,False,False,None
1000,10,0.001,True,False,l2
1000,10,0.001,True,False,None
1000,10,0.001,False,False,l2
1000,10,0.001,False,False,None
1000,10,0.003,True,False,l2
1000,10,0.003,True,False,None
1000,10,0.003,False,False,l2
1000,10,0.003,False,False,None
1000,10,0.005,True,False,l2
1000,10,0.005,True,False,None
1000,10,0.005,False,False,l2
1000,10,0.005,False,False,None
1000,10,0.0003,True,False,l2
1000,10,0.0003,True,False,None
1000,10,0.0003,False,False,l2
1000,10,0.0003,False,False,None
1000,10,0.0005,True,False,l2
1000,10,0.0005,True,False,None
1000,10,0.0005,False,False,l2
1000,10,0.0005,False,False,None
1000,10,0.0008,True,False,l2
1000,10,0.0008,True,False,None
1000,10,0.0008,False,False,l2
1000,10,0.0008,False,False,None
1000,100,0.0001,True,False,l2
1000,100,0.0001,True,False,None
1000,100,0.0001,False,False,l2
1000,100,0.0001,False,False,None
1000,100,0.001,True,False,l2
1000,100,0.001,True,False,None
1000,100,0.001,False,False,l2
1000,100,0.001,False,False,None
1000,100,0.003,True,False,l2
1000,100,0.003,True,False,None
1000,100,0.003,False,False,l2
1000,100,0.003,False,False,None
1000,100,0.005,True,False,l2
1000,100,0.005,True,False,None
1000,100,0.005,False,False,l2
1000,100,0.005,False,False,None
1000,100,0.0003,True,False,l2
1000,100,0.0003,True,False,None
1000,100,0.0003,False,False,l2
1000,100,0.0003,False,False,None
1000,100,0.0005,True,False,l2
1000,100,0.0005,True,False,None
1000,100,0.0005,False,False,l2
1000,100,0.0005,False,False,None
1000,100,0.0008,True,False,l2
1000,100,0.0008,True,False,None
1000,100,0.0008,False,False,l2
1000,100,0.0008,False,False,None
5000,1,0.0001,True,False,l2
5000,1,0.0001,True,False,None
5000,1,0.0001,False,False,l2
5000,1,0.0001,False,False,None
5000,1,0.001,True,False,l2
5000,1,0.001,True,False,None
5000,1,0.001,False,False,l2
5000,1,0.001,False,False,None
5000,1,0.003,True,False,l2
5000,1,0.003,True,False,None
5000,1,0.003,False,False,l2
5000,1,0.003,False,False,None
5000,1,0.005,True,False,l2
5000,1,0.005,True,False,None
5000,1,0.005,False,False,l2
5000,1,0.005,False,False,None
5000,1,0.0003,True,False,l2
5000,1,0.0003,True,False,None
5000,1,0.0003,False,False,l2
5000,1,0.0003,False,False,None
5000,1,0.0005,True,False,l2
5000,1,0.0005,True,False,None
5000,1,0.0005,False,False,l2
5000,1,0.0005,False,False,None
5000,1,0.0008,True,False,l2
5000,1,0.0008,True,False,None
5000,1,0.0008,False,False,l2
5000,1,0.0008,False,False,None
5000,0.05,0.0001,True,False,l2
5000,0.05,0.0001,True,False,None
5000,0.05,0.0001,False,False,l2
5000,0.05,0.0001,False,False,None
5000,0.05,0.001,True,False,l2
5000,0.05,0.001,True,False,None
5000,0.05,0.001,False,False,l2
5000,0.05,0.001,False,False,None
5000,0.05,0.003,True,False,l2
5000,0.05,0.003,True,False,None
5000,0.05,0.003,False,False,l2
5000,0.05,0.003,False,False,None
5000,0.05,0.005,True,False,l2
5000,0.05,0.005,True,False,None
5000,0.05,0.005,False,False,l2
5000,0.05,0.005,False,False,None
5000,0.05,0.0003,True,False,l2
5000,0.05,0.0003,True,False,None
5000,0.05,0.0003,False,False,l2
5000,0.05,0.0003,False,False,None
5000,0.05,0.0005,True,False,l2
5000,0.05,0.0005,True,False,None
5000,0.05,0.0005,False,False,l2
5000,0.05,0.0005,False,False,None
5000,0.05,0.0008,True,False,l2
5000,0.05,0.0008,True,False,None
5000,0.05,0.0008,False,False,l2
5000,0.05,0.0008,False,False,None
5000,0.5,0.0001,True,False,l2
5000,0.5,0.0001,True,False,None
5000,0.5,0.0001,False,False,l2
5000,0.5,0.0001,False,False,None
5000,0.5,0.001,True,False,l2
5000,0.5,0.001,True,False,None
5000,0.5,0.001,False,False,l2
5000,0.5,0.001,False,False,None
5000,0.5,0.003,True,False,l2
5000,0.5,0.003,True,False,None
5000,0.5,0.003,False,False,l2
5000,0.5,0.003,False,False,None
5000,0.5,0.005,True,False,l2
5000,0.5,0.005,True,False,None
5000,0.5,0.005,False,False,l2
5000,0.5,0.005,False,False,None
5000,0.5,0.0003,True,False,l2
5000,0.5,0.0003,True,False,None
5000,0.5,0.0003,False,False,l2
5000,0.5,0.0003,False,False,None
5000,0.5,0.0005,True,False,l2
5000,0.5,0.0005,True,False,None
5000,0.5,0.0005,False,False,l2
5000,0.5,0.0005,False,False,None
5000,0.5,0.0008,True,False,l2
5000,0.5,0.0008,True,False,None
5000,0.5,0.0008,False,False,l2
5000,0.5,0.0008,False,False,None
5000,5,0.0001,True,False,l2
5000,5,0.0001,True,False,None
5000,5,0.0001,False,False,l2
5000,5,0.0001,False,False,None
5000,5,0.001,True,False,l2
5000,5,0.001,True,False,None
5000,5,0.001,False,False,l2
5000,5,0.001,False,False,None
5000,5,0.003,True,False,l2
5000,5,0.003,True,False,None
5000,5,0.003,False,False,l2
5000,5,0.003,False,False,None
5000,5,0.005,True,False,l2
5000,5,0.005,True,False,None
5000,5,0.005,False,False,l2
5000,5,0.005,False,False,None
5000,5,0.0003,True,False,l2
5000,5,0.0003,True,False,None
5000,5,0.0003,False,False,l2
5000,5,0.0003,False,False,None
5000,5,0.0005,True,False,l2
5000,5,0.0005,True,False,None
5000,5,0.0005,False,False,l2
5000,5,0.0005,False,False,None
5000,5,0.0008,True,False,l2
5000,5,0.0008,True,False,None
5000,5,0.0008,False,False,l2
5000,5,0.0008,False,False,None
5000,10,0.0001,True,False,l2
5000,10,0.0001,True,False,None
5000,10,0.0001,False,False,l2
5000,10,0.0001,False,False,None
5000,10,0.001,True,False,l2
5000,10,0.001,True,False,None
5000,10,0.001,False,False,l2
5000,10,0.001,False,False,None
5000,10,0.003,True,False,l2
5000,10,0.003,True,False,None
5000,10,0.003,False,False,l2
5000,10,0.003,False,False,None
5000,10,0.005,True,False,l2
5000,10,0.005,True,False,None
5000,10,0.005,False,False,l2
5000,10,0.005,False,False,None
5000,10,0.0003,True,False,l2
5000,10,0.0003,True,False,None
5000,10,0.0003,False,False,l2
5000,10,0.0003,False,False,None
5000,10,0.0005,True,False,l2
5000,10,0.0005,True,False,None
5000,10,0.0005,False,False,l2
5000,10,0.0005,False,False,None
5000,10,0.0008,True,False,l2
5000,10,0.0008,True,False,None
5000,10,0.0008,False,False,l2
5000,10,0.0008,False,False,None
5000,100,0.0001,True,False,l2
5000,100,0.0001,True,False,None
5000,100,0.0001,False,False,l2
5000,100,0.0001,False,False,None
5000,100,0.001,True,False,l2
5000,100,0.001,True,False,None
5000,100,0.001,False,False,l2
5000,100,0.001,False,False,None
5000,100,0.003,True,False,l2
5000,100,0.003,True,False,None
5000,100,0.003,False,False,l2
5000,100,0.003,False,False,None
5000,100,0.005,True,False,l2
5000,100,0.005,True,False,None
5000,100,0.005,False,False,l2
5000,100,0.005,False,False,None
5000,100,0.0003,True,False,l2
5000,100,0.0003,True,False,None
5000,100,0.0003,False,False,l2
5000,100,0.0003,False,False,None
5000,100,0.0005,True,False,l2
5000,100,0.0005,True,False,None
5000,100,0.0005,False,False,l2
5000,100,0.0005,False,False,None
5000,100,0.0008,True,False,l2
5000,100,0.0008,True,False,None
5000,100,0.0008,False,False,l2
5000,100,0.0008,False,False,None
